-17,163
-17,168
-14,168
-14,177
-5,177
-5,185
1,185
1,188
9,188
9,197
6,197
6,192
-6,192
-6,197
-14,197
-14,200
-5,200
-5,206
4,206
4,213
9,213
9,221
21,221
21,225
24,225
24,237
32,237
32,241
37,241
37,231
39,231
39,227
46,227
46,241
50,241
50,237
61,237
61,240
63,240
63,251
57,251
57,244
51,244
51,255
41,255
41,244
36,244
36,251
26,251
26,254
20,254
20,256
9,256
9,260
4,260
4,265
12,265
12,271
19,271
19,280
23,280
23,284
19,284
19,289
16,289
16,291
4,291
4,296
11,296
11,304
16,304
16,296
19,296
19,300
23,300
23,303
29,303
29,312
39,312
39,321
31,321
31,331
27,331
27,335
23,335
23,324
19,324
19,321
15,321
15,327
11,327
11,338
15,338
15,349
22,349
22,352
15,352
15,363
18,363
18,365
26,365
26,362
31,362
31,358
36,358
36,349
32,349
32,341
26,341
26,338
39,338
39,345
45,345
45,347
56,347
56,351
61,351
61,357
51,357
51,360
61,360
61,366
56,366
56,372
59,372
59,380
66,380
66,374
76,374
76,380
83,380
83,374
90,374
90,366
83,366
83,371
76,371
76,366
68,366
68,361
66,361
66,354
77,354
77,349
81,349
81,342
83,342
83,340
91,340
91,344
98,344
98,354
105,354
105,342
111,342
111,350
116,350
116,361
126,361
126,350
130,350
130,342
133,342
133,331
135,331
135,321
141,321
141,314
148,314
148,311
138,311
138,305
128,305
128,310
125,310
125,320
123,320
123,324
117,324
117,327
111,327
111,321
115,321
115,310
111,310
111,305
105,305
105,302
96,302
96,310
99,310
99,314
104,314
104,324
96,324
96,327
89,327
89,313
83,313
83,305
80,305
80,302
71,302
71,300
67,300
67,295
58,295
58,289
54,289
54,284
48,284
48,279
38,279
38,271
35,271
35,267
42,267
42,264
51,264
51,260
63,260
63,266
67,266
67,272
78,272
78,268
81,268
81,260
89,260
89,258
96,258
96,245
99,245
99,241
103,241
103,234
110,234
110,239
120,239
120,234
124,234
124,225
116,225
116,220
110,220
110,225
103,225
103,217
111,217
111,211
118,211
118,208
110,208
110,197
104,197
104,192
96,192
96,186
105,186
105,180
118,180
118,175
121,175
121,186
123,186
123,192
129,192
129,197
133,197
133,192
138,192
138,195
142,195
142,205
132,205
132,210
142,210
142,217
148,217
148,214
151,214
151,206
156,206
156,200
163,200
163,192
169,192
169,186
177,186
177,179
183,179
183,172
186,172
186,162
181,162
181,155
177,155
177,148
170,148
170,145
180,145
180,139
187,139
187,135
179,135
179,133
170,133
170,128
164,128
164,133
159,133
159,140
164,140
164,147
156,147
156,150
150,150
150,140
142,140
142,128
136,128
136,123
132,123
132,117
123,117
123,113
116,113
116,105
107,105
107,103
98,103
98,92
93,92
93,88
79,88
79,86
76,86
76,92
64,92
64,86
51,86
51,84
45,84
45,73
39,73
39,70
28,70
28,67
24,67
24,60
11,60
11,54
4,54
4,46
9,46
9,41
21,41
21,37
24,37
24,33
16,33
16,24
5,24
5,19
16,19
16,12
8,12
8,0
0,0
5534344
7049925,5930761
6655896,5930761
6655896,6155664
6533249,6155664
6533249,6211746
6992973,6211746
6992973,6614428
7049925,6614428
7049925,6852010
6906018,6852010
6906018,7104287
7152055,7104287
7152055,7427772
7353149,7427772
7353149,7497964
7560091,7497964
7560091,7664096
7718816,7664096
7718816,8092490
7949905,8092490
7949905,8498253
8243069,8498253
8243069,8637167
8024096,8637167
8024096,8886692
8243069,8886692
8243069,9102401
8580551,9102401
8580551,9194923
8727872,9194923
8727872,9490626
8744694,9490626
8744694,9348535
8917027,9348535
8917027,8956319
9094948,8956319
9094948,8798889
9234601,8798889
9234601,8324764
9490626,8324764
9490626,8067108
9011297,8067108
9011297,8000278
8917730,8000278
8917730,7684751
8405918,7684751
8405918,7508756
8343927,7508756
8343927,7288991
8605691,7288991
8605691,6819246
8871989,6819246
8871989,6586413
8855386,6586413
8855386,6406889
8343927,6406889
8343927,6073591
8062580,6073591
8062580,5844319
7791374,5844319
7791374,5559565
8062580,5559565
8062580,5378142
8121361,5378142
8121361,5788893
8310227,5788893
8310227,5783645
8347404,5783645
8347404,5485246
8652468,5485246
8652468,5115234
8943355,5115234
8943355,5151285
8745629,5151285
8745629,5497867
8943355,5497867
8943355,5664381
9068040,5664381
9068040,5788893
9361135,5788893
9361135,5378142
9422161,5378142
9422161,5149997
9834208,5149997
9834208,4904005
9863373,4904005
9863373,4776967
10064011,4776967
10064011,4722745
10381134,4722745
10381134,4720162
10208394,4720162
10208394,4453207
10381134,4453207
10381134,4210227
10723150,4210227
10723150,3871792
10820058,3871792
10820058,3580756
10707192,3580756
10707192,3513461
10207122,3513461
10207122,3832436
9934021,3832436
9934021,3477033
9713653,3477033
9713653,3832436
9618975,3832436
9618975,4006335
9900854,4006335
9900854,4223986
10207122,4223986
10207122,4361608
9791494,4361608
9791494,4780600
9422005,4780600
9422005,5113919
8958062,5113919
8958062,5103853
8639655,5103853
8639655,4959061
8684048,4959061
8684048,4594848
8801422,4594848
8801422,4543292
9265092,4543292
9265092,4173486
9129202,4173486
9129202,3746214
8872987,3746214
8872987,3651064
8644079,3651064
8644079,3632590
8639655,3632590
8639655,3513461
8418102,3513461
8418102,3409114
8100714,3409114
8100714,3513461
8062580,3513461
8062580,3255914
8027755,3255914
8027755,2968918
7608645,2968918
7608645,2828193
7285491,2828193
7285491,2486636
6948870,2486636
6948870,2125660
6790699,2125660
6790699,2028987
6355220,2028987
6355220,1733725
6300398,1733725
6300398,2028987
5886427,2028987
5886427,1725310
5530648,1725310
5530648,2150866
5460000,2150866
5460000,2474680
5318794,2474680
5318794,2519779
5236175,2519779
5236175,2119086
4841100,2119086
4841100,2519779
4767754,2519779
4767754,2838740
4757136,2838740
4757136,3005733
4604349,3005733
4604349,3425516
4289239,3425516
4289239,3522764
4114302,3522764
4114302,3954472
3878479,3954472
3878479,3487802
3531916,3487802
3531916,3085723
3878479,3085723
3878479,3005733
3798671,3005733
3798671,3029385
3415847,3029385
3415847,3514250
3237584,3514250
3237584,3850405
3304979,3850405
3304979,4176609
3369119,4176609
3369119,4238203
3441921,4238203
3441921,4228062
3468944,4228062
3468944,4095382
3928293,4095382
3928293,4228062
4080431,4228062
4080431,4238203
4152837,4238203
4152837,4176609
4267842,4176609
4267842,4674221
4625367,4674221
4625367,4791090
4532361,4791090
4532361,5182037
4625367,5182037
4625367,5290606
4392487,5290606
4392487,4889327
4195930,4889327
4195930,5139230
4389662,5139230
4389662,5620940
4195930,5620940
4195930,5698622
3777006,5698622
3777006,5645889
3581012,5645889
3581012,5265366
3777006,5265366
3777006,4889327
3508448,4889327
3508448,5290606
3237584,5290606
3237584,5403768
3079155,5403768
3079155,5876689
2785449,5876689
2785449,6073591
2360013,6073591
2360013,5965488
2618984,5965488
2618984,5706475
2300500,5706475
2300500,5389851
2618984,5389851
2618984,5201846
2766436,5201846
2766436,5187014
2360013,5187014
2360013,5130616
2033492,5130616
2033492,4802726
2063319,4802726
2063319,4580328
2561019,4580328
2561019,4454189
2628301,4454189
2628301,4348344
2618530,4348344
2618530,4119547
2315977,4119547
2315977,4348344
2033492,4348344
2033492,4318280
1803275,4318280
1803275,4154364
1627184,4154364
1627184,3669602
1429325,3669602
1429325,3515373
1391815,3515373
1391815,3145174
915640,3145174
915640,2796977
482074,2796977
482074,2426301
342148,2426301
342148,2362662
-69876,2362662
-69876,2426301
-464428,2426301
-464428,2096629
-451513,2096629
-451513,1760839
-204533,1760839
-204533,1733375
186267,1733375
186267,1760839
232944,1760839
232944,2096629
234447,2096629
234447,2031749
305749,2031749
305749,1636231
522937,1636231
522937,1430572
711365,1430572
711365,1318855
742036,1318855
742036,1667514
1053657,1667514
1053657,2141831
1237640,2141831
1237640,1843877
1508771,1843877
1508771,1529198
1237640,1529198
1237640,1415230
1384917,1415230
1384917,1442265
1545683,1442265
1545683,1628682
1660581,1628682
1660581,2038996
1545683,2038996
1545683,2141831
1735782,2141831
1735782,1971461
1983244,1971461
1983244,1915069
2361747,1915069
2361747,1659547
2092901,1659547
2092901,1363728
1735782,1363728
1735782,1318855
1803275,1318855
1803275,881222
1778906,881222
1778906,650959
1385513,650959
1385513,881222
1008852,881222
1008852,774938
663310,774938
663310,367398
207105,367398
207105,0
0,0
